age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,stress_category,sleep_duration_category,sleep_quality_category,phone_usage_before_sleep_category,daily_screen_time_category,sleep_deficit_hours,poor_quality_and_short_sleep,high_phone_usage_low_sleep,high_screen_high_fatigue,notification_intensity_per_hour,priority_segment
19,Male,Researcher,1.68,58,4.01,7.76,3.78,4,102,53,1.45,low,short,good,medium,low,2.99,0,0,0,2.2083333333333335,general_users
57,Male,Manager,7.45,47,5.7,6.29,7.63,4,116,109,7.19,high,short,moderate,medium,high,1.2999999999999998,0,0,1,4.541666666666667,high_screen_time
31,Male,Student,4.82,117,7.7,4.63,7.67,4,4,113,7.58,high,ideal,poor,high,moderate,0.0,0,0,0,4.708333333333333,low_sleep_quality
37,Male,Student,1.28,101,8.01,7.73,3.66,3,40,71,2.34,low,long,good,high,low,0.0,0,0,0,2.9583333333333335,general_users
42,Male,Software Engineer,5.91,38,7.91,5.12,10.0,1,77,231,9.64,high,ideal,moderate,medium,moderate,0.0,0,0,0,9.625,general_users
59,Male,Researcher,7.29,41,4.4,4.29,9.61,2,74,229,9.57,high,short,poor,medium,high,2.5999999999999996,1,0,1,9.541666666666666,high_screen_low_sleep_quality
25,Female,Software Engineer,5.75,50,7.85,6.18,8.58,3,53,64,8.97,high,ideal,moderate,medium,moderate,0.0,0,0,0,2.6666666666666665,general_users
45,Female,Designer,2.11,49,4.41,7.89,3.99,1,115,229,4.19,low,short,good,medium,low,2.59,0,0,0,9.541666666666666,general_users
38,Male,Student,8.34,91,8.94,3.67,10.0,1,101,66,10.0,high,long,poor,high,high,0.0,0,0,1,2.75,high_screen_low_sleep_quality
40,Female,Teacher,3.85,104,5.85,5.3,6.45,1,2,166,5.08,medium,short,moderate,high,low,1.1500000000000004,0,1,0,6.916666666666667,general_users
49,Female,Designer,9.29,65,7.47,3.95,10.0,3,101,212,9.89,high,ideal,poor,high,high,0.0,0,0,1,8.833333333333334,high_screen_low_sleep_quality
25,Male,Freelancer,9.16,40,6.42,4.36,10.0,4,24,258,10.0,high,ideal,poor,medium,high,0.5800000000000001,0,0,1,10.75,high_screen_low_sleep_quality
48,Male,Researcher,2.8,57,5.2,8.87,1.88,4,98,262,4.17,low,short,good,medium,low,1.7999999999999998,0,0,0,10.916666666666666,general_users
54,Female,Software Engineer,5.29,3,7.05,8.76,4.88,0,16,20,6.09,medium,ideal,good,low,moderate,0.0,0,0,0,0.8333333333333334,general_users
33,Male,Freelancer,2.24,106,4.08,6.88,4.13,1,104,119,4.52,medium,short,moderate,high,low,2.92,0,1,0,4.958333333333333,general_users
57,Female,Manager,7.1,48,6.53,5.86,8.2,4,34,219,9.35,high,ideal,moderate,medium,high,0.46999999999999975,0,0,1,9.125,high_screen_time
59,Female,Teacher,8.67,2,4.2,6.04,8.95,3,75,48,8.25,high,short,moderate,low,high,2.8,0,0,1,2.0,high_screen_time
44,Female,Doctor,6.84,31,6.84,5.76,9.77,2,103,49,10.0,high,ideal,moderate,medium,moderate,0.16000000000000014,0,0,0,2.0416666666666665,general_users
57,Female,Doctor,3.34,46,6.29,6.98,6.67,4,24,179,6.72,medium,ideal,moderate,medium,low,0.71,0,0,0,7.458333333333333,general_users
58,Female,Freelancer,1.69,61,8.47,8.37,1.0,2,65,147,2.93,low,long,good,high,low,0.0,0,0,0,6.125,general_users
35,Other,Freelancer,1.62,97,8.83,7.65,3.64,3,27,197,5.45,low,long,good,high,low,0.0,0,0,0,8.208333333333334,general_users
52,Female,Researcher,6.5,15,7.26,5.6,10.0,1,116,204,10.0,high,ideal,moderate,low,moderate,0.0,0,0,0,8.5,general_users
32,Male,Manager,9.58,67,4.93,4.83,10.0,2,51,220,9.44,high,short,poor,high,high,2.0700000000000003,1,1,1,9.166666666666666,high_screen_low_sleep_quality
44,Female,Doctor,7.26,17,6.62,7.37,7.82,2,84,199,8.48,high,ideal,moderate,low,high,0.3799999999999999,0,0,1,8.291666666666666,high_screen_time
34,Female,Manager,7.58,91,4.01,5.43,8.77,3,67,264,10.0,high,short,moderate,high,high,2.99,0,1,1,11.0,high_screen_time
57,Female,Teacher,3.96,105,7.84,8.08,4.32,1,67,287,5.1,medium,ideal,good,high,low,0.0,0,0,0,11.958333333333334,general_users
19,Female,Manager,6.27,5,4.21,8.28,6.12,4,18,113,6.59,medium,short,good,low,moderate,2.79,0,0,0,4.708333333333333,general_users
48,Male,Freelancer,3.85,106,8.04,6.99,5.99,4,11,280,6.23,medium,long,moderate,high,low,0.0,0,0,0,11.666666666666666,general_users
54,Female,Software Engineer,9.11,105,5.32,1.97,10.0,1,26,128,10.0,high,short,poor,high,high,1.6799999999999997,1,1,1,5.333333333333333,high_screen_low_sleep_quality
58,Female,Teacher,2.19,64,5.25,7.56,2.9,1,15,64,3.58,low,short,good,high,low,1.75,0,1,0,2.6666666666666665,general_users
58,Female,Designer,6.69,79,4.45,6.46,5.64,3,76,121,6.38,medium,short,moderate,high,moderate,2.55,0,1,0,5.041666666666667,general_users
51,Male,Designer,7.58,36,7.43,6.1,9.79,4,33,247,10.0,high,ideal,moderate,medium,high,0.0,0,0,1,10.291666666666666,high_screen_time
51,Female,Doctor,7.29,72,5.83,5.89,9.21,4,107,296,9.26,high,short,moderate,high,high,1.17,0,1,1,12.333333333333334,high_screen_time
20,Male,Researcher,3.32,62,4.45,5.91,6.01,0,76,56,6.98,medium,short,moderate,high,low,2.55,0,1,0,2.3333333333333335,general_users
34,Male,Freelancer,5.37,80,5.61,6.69,8.55,2,76,93,8.28,high,short,moderate,high,moderate,1.3899999999999997,0,1,0,3.875,general_users
31,Female,Software Engineer,6.97,99,8.61,5.07,10.0,0,119,251,10.0,high,long,moderate,high,moderate,0.0,0,0,0,10.458333333333334,general_users
31,Female,Freelancer,9.38,97,4.17,4.4,10.0,3,92,173,10.0,high,short,poor,high,high,2.83,1,1,1,7.208333333333333,high_screen_low_sleep_quality
55,Male,Designer,5.5,58,7.35,6.87,6.2,0,18,221,5.82,medium,ideal,moderate,medium,moderate,0.0,0,0,0,9.208333333333334,general_users
52,Female,Student,3.7,94,6.51,8.23,4.41,1,9,181,3.06,medium,ideal,good,high,low,0.4900000000000002,0,0,0,7.541666666666667,general_users
18,Female,Freelancer,4.48,33,6.99,7.72,6.49,2,17,68,7.78,medium,ideal,good,medium,moderate,0.009999999999999787,0,0,0,2.8333333333333335,general_users
46,Female,Student,5.87,36,5.96,6.94,6.09,2,55,205,5.35,medium,short,moderate,medium,moderate,1.04,0,0,0,8.541666666666666,general_users
21,Male,Doctor,9.79,33,6.41,3.04,10.0,3,7,136,9.17,high,ideal,poor,medium,high,0.5899999999999999,0,0,1,5.666666666666667,high_screen_low_sleep_quality
50,Male,Freelancer,6.65,44,7.8,6.92,9.23,3,52,190,8.3,high,ideal,moderate,medium,moderate,0.0,0,0,0,7.916666666666667,general_users
34,Male,Doctor,2.39,100,6.42,7.62,3.35,2,47,184,3.83,low,ideal,good,high,low,0.5800000000000001,0,0,0,7.666666666666667,general_users
45,Male,Doctor,8.59,0,5.88,5.21,8.63,3,97,191,8.98,high,short,moderate,low,high,1.12,0,0,1,7.958333333333333,high_screen_time
43,Male,Researcher,2.63,52,5.38,6.87,5.43,2,71,101,4.49,medium,short,moderate,medium,low,1.62,0,0,0,4.208333333333333,general_users
25,Male,Designer,1.35,61,6.25,7.99,3.1,2,77,27,3.39,low,ideal,good,high,low,0.75,0,0,0,1.125,general_users
51,Male,Software Engineer,1.9,14,6.88,10.0,2.1,4,35,298,2.5,low,ideal,good,low,low,0.1200000000000001,0,0,0,12.416666666666666,general_users
35,Male,Manager,8.08,94,5.87,6.76,7.57,1,90,243,7.86,high,short,moderate,high,high,1.13,0,1,1,10.125,high_screen_time
48,Male,Manager,9.12,50,8.5,4.3,10.0,2,106,266,10.0,high,long,poor,medium,high,0.0,0,0,1,11.083333333333334,high_screen_low_sleep_quality
44,Male,Doctor,3.41,13,8.98,7.14,4.96,0,116,256,5.41,medium,long,moderate,low,low,0.0,0,0,0,10.666666666666666,general_users
33,Female,Teacher,5.48,107,5.02,6.49,6.11,2,56,180,6.43,medium,short,moderate,high,moderate,1.9800000000000004,0,1,0,7.5,general_users
27,Female,Doctor,6.38,97,7.22,4.84,9.31,4,85,150,10.0,high,ideal,poor,high,moderate,0.0,0,0,0,6.25,low_sleep_quality
57,Male,Researcher,4.77,58,5.03,7.59,4.85,2,46,94,6.57,medium,short,good,medium,moderate,1.9699999999999998,0,0,0,3.9166666666666665,general_users
29,Male,Freelancer,1.59,51,6.71,9.24,2.18,2,67,159,1.0,low,ideal,good,medium,low,0.29000000000000004,0,0,0,6.625,general_users
39,Female,Manager,1.51,0,5.97,8.19,2.05,4,25,124,2.52,low,short,good,low,low,1.0300000000000002,0,0,0,5.166666666666667,general_users
33,Male,Manager,4.96,98,5.23,5.99,8.32,1,13,237,9.44,high,short,moderate,high,moderate,1.7699999999999996,0,1,0,9.875,general_users
29,Female,Manager,8.18,74,5.71,2.42,10.0,3,7,92,7.48,high,short,poor,high,high,1.29,1,1,1,3.8333333333333335,high_screen_low_sleep_quality
28,Female,Researcher,1.76,16,4.62,9.74,1.66,4,46,284,1.63,low,short,good,low,low,2.38,0,0,0,11.833333333333334,general_users
37,Male,Researcher,2.85,55,4.4,7.23,5.28,3,91,32,4.68,medium,short,moderate,medium,low,2.5999999999999996,0,0,0,1.3333333333333333,general_users
18,Female,Designer,3.43,4,6.25,7.47,4.85,3,32,189,6.17,medium,ideal,moderate,low,low,0.75,0,0,0,7.875,general_users
44,Female,Software Engineer,6.03,16,8.08,6.72,6.09,0,85,59,6.8,medium,long,moderate,low,moderate,0.0,0,0,0,2.4583333333333335,general_users
20,Male,Doctor,1.39,17,7.41,8.86,3.49,2,77,113,3.55,low,ideal,good,low,low,0.0,0,0,0,4.708333333333333,general_users
29,Male,Student,8.74,88,6.98,3.64,10.0,3,8,72,9.39,high,ideal,poor,high,high,0.019999999999999574,0,0,1,3.0,high_screen_low_sleep_quality
47,Female,Doctor,5.24,54,6.1,6.01,8.08,3,23,209,7.39,high,ideal,moderate,medium,moderate,0.9000000000000004,0,0,0,8.708333333333334,general_users
26,Female,Doctor,5.37,98,6.34,5.59,7.57,3,31,108,8.14,high,ideal,moderate,high,moderate,0.6600000000000001,0,0,0,4.5,general_users
54,Male,Software Engineer,3.94,46,4.11,7.29,4.2,0,74,130,3.59,medium,short,moderate,medium,low,2.8899999999999997,0,0,0,5.416666666666667,general_users
18,Male,Teacher,2.91,79,8.7,8.41,1.85,4,37,98,1.62,low,long,good,high,low,0.0,0,0,0,4.083333333333333,general_users
59,Male,Researcher,4.27,110,5.55,8.07,7.22,3,78,138,5.73,high,short,good,high,moderate,1.4500000000000002,0,1,0,5.75,general_users
21,Female,Doctor,9.22,48,8.57,5.23,9.3,1,103,150,8.65,high,long,moderate,medium,high,0.0,0,0,1,6.25,high_screen_time
32,Female,Doctor,1.85,113,7.58,7.31,3.82,0,47,225,2.73,low,ideal,moderate,high,low,0.0,0,0,0,9.375,general_users
44,Male,Manager,1.55,22,6.81,7.36,4.19,1,113,158,3.7,medium,ideal,moderate,low,low,0.1900000000000004,0,0,0,6.583333333333333,general_users
25,Female,Researcher,2.03,103,6.23,6.84,2.25,4,5,234,1.54,low,ideal,moderate,high,low,0.7699999999999996,0,0,0,9.75,general_users
40,Male,Designer,7.99,20,5.61,4.26,10.0,1,17,284,8.48,high,short,poor,low,high,1.3899999999999997,1,0,1,11.833333333333334,high_screen_low_sleep_quality
32,Female,Software Engineer,1.44,28,7.19,7.5,4.79,2,62,146,3.48,medium,ideal,good,low,low,0.0,0,0,0,6.083333333333333,general_users
44,Male,Designer,4.0,59,8.85,7.65,6.02,1,61,52,4.4,medium,long,good,medium,moderate,0.0,0,0,0,2.1666666666666665,general_users
48,Female,Manager,4.82,45,8.02,6.49,7.52,1,119,268,7.59,high,long,moderate,medium,moderate,0.0,0,0,0,11.166666666666666,general_users
56,Female,Doctor,5.56,99,5.96,6.22,7.55,1,71,150,7.63,high,short,moderate,high,moderate,1.04,0,1,0,6.25,general_users
25,Female,Doctor,1.03,9,6.41,9.83,1.0,0,97,235,1.0,low,ideal,good,low,low,0.5899999999999999,0,0,0,9.791666666666666,general_users
47,Male,Student,5.38,83,6.34,5.7,7.08,4,37,178,6.94,high,ideal,moderate,high,moderate,0.6600000000000001,0,0,0,7.416666666666667,general_users
59,Female,Designer,2.75,52,5.3,6.76,4.08,2,24,82,2.68,medium,short,moderate,medium,low,1.7000000000000002,0,0,0,3.4166666666666665,general_users
35,Female,Manager,1.88,6,8.24,8.65,3.06,4,10,222,2.76,low,long,good,low,low,0.0,0,0,0,9.25,general_users
21,Other,Software Engineer,5.8,29,7.46,4.76,7.32,1,28,70,6.62,high,ideal,poor,low,moderate,0.0,0,0,0,2.9166666666666665,low_sleep_quality
39,Male,Freelancer,7.7,92,6.99,3.78,10.0,1,26,278,10.0,high,ideal,poor,high,high,0.009999999999999787,0,0,1,11.583333333333334,high_screen_low_sleep_quality
20,Female,Freelancer,9.41,54,6.17,6.83,9.03,1,4,50,9.35,high,ideal,moderate,medium,high,0.8300000000000001,0,0,1,2.0833333333333335,high_screen_time
32,Male,Freelancer,9.21,115,5.2,3.37,10.0,3,62,251,10.0,high,short,poor,high,high,1.7999999999999998,1,1,1,10.458333333333334,high_screen_low_sleep_quality
52,Male,Doctor,4.59,64,7.2,7.86,5.73,4,8,147,4.1,medium,ideal,good,high,moderate,0.0,0,0,0,6.125,general_users
55,Male,Student,7.34,20,5.18,5.02,8.67,2,99,240,9.84,high,short,moderate,low,high,1.8200000000000003,0,0,1,10.0,high_screen_time
50,Male,Student,7.26,6,4.04,7.12,8.8,1,22,166,8.92,high,short,moderate,low,high,2.96,0,0,1,6.916666666666667,high_screen_time
31,Male,Freelancer,4.71,43,4.33,6.43,6.97,2,12,52,7.92,medium,short,moderate,medium,moderate,2.67,0,0,0,2.1666666666666665,general_users
18,Male,Teacher,1.88,67,7.47,7.97,3.18,0,99,53,3.55,low,ideal,good,high,low,0.0,0,0,0,2.2083333333333335,general_users
43,Male,Software Engineer,4.44,102,5.89,5.05,6.68,3,39,214,7.11,medium,short,moderate,high,moderate,1.1100000000000003,0,1,0,8.916666666666666,general_users
25,Female,Freelancer,9.93,119,5.03,3.8,10.0,4,84,49,9.23,high,short,poor,high,high,1.9699999999999998,1,1,1,2.0416666666666665,high_screen_low_sleep_quality
33,Male,Student,6.0,14,5.19,6.99,7.43,4,43,149,6.74,high,short,moderate,low,moderate,1.8099999999999996,0,0,0,6.208333333333333,general_users
55,Female,Software Engineer,4.07,97,6.47,7.3,6.09,2,8,94,7.95,medium,ideal,moderate,high,moderate,0.5300000000000002,0,0,0,3.9166666666666665,general_users
27,Female,Freelancer,7.69,1,8.53,6.48,9.32,1,61,24,9.28,high,long,moderate,low,high,0.0,0,0,1,1.0,high_screen_time
59,Female,Doctor,7.18,100,5.34,6.69,8.24,3,58,114,8.99,high,short,moderate,high,high,1.6600000000000001,0,1,1,4.75,high_screen_time
54,Female,Freelancer,6.21,2,7.28,7.09,7.83,2,1,55,7.52,high,ideal,moderate,low,moderate,0.0,0,0,0,2.2916666666666665,general_users
43,Male,Researcher,6.74,47,8.13,6.07,7.24,0,88,272,6.92,high,long,moderate,medium,moderate,0.0,0,0,0,11.333333333333334,general_users
45,Female,Teacher,6.26,67,6.44,6.29,8.46,2,64,173,8.35,high,ideal,moderate,high,moderate,0.5599999999999996,0,0,0,7.208333333333333,general_users
29,Female,Manager,9.61,46,4.14,6.97,8.22,1,71,111,7.5,high,short,moderate,medium,high,2.8600000000000003,0,0,1,4.625,high_screen_time
37,Female,Researcher,5.58,112,7.98,4.87,8.74,2,95,152,9.25,high,ideal,poor,high,moderate,0.0,0,0,0,6.333333333333333,low_sleep_quality
31,Female,Researcher,6.31,42,8.4,5.01,8.94,4,31,186,9.18,high,long,moderate,medium,moderate,0.0,0,0,0,7.75,general_users
52,Female,Software Engineer,5.24,99,4.16,5.5,7.57,1,20,178,8.21,high,short,moderate,high,moderate,2.84,0,1,0,7.416666666666667,general_users
46,Male,Researcher,6.4,26,4.58,5.91,10.0,2,54,177,9.39,high,short,moderate,low,moderate,2.42,0,0,0,7.375,general_users
29,Female,Manager,9.02,3,4.44,6.88,8.51,2,21,296,6.75,high,short,moderate,low,high,2.5599999999999996,0,0,0,12.333333333333334,high_screen_time
35,Female,Teacher,4.06,35,5.11,7.67,6.01,2,65,178,7.3,medium,short,good,medium,moderate,1.8899999999999997,0,0,0,7.416666666666667,general_users
19,Male,Manager,5.46,82,6.48,5.35,8.3,4,57,117,6.08,high,ideal,moderate,high,moderate,0.5199999999999996,0,0,0,4.875,general_users
19,Female,Software Engineer,5.04,97,4.17,5.49,8.77,4,42,172,8.43,high,short,moderate,high,moderate,2.83,0,1,0,7.166666666666667,general_users
34,Female,Manager,4.58,79,4.85,6.65,5.95,2,9,274,5.71,medium,short,moderate,high,moderate,2.1500000000000004,0,1,0,11.416666666666666,general_users
27,Female,Software Engineer,8.39,51,6.04,3.76,10.0,3,64,154,10.0,high,ideal,poor,medium,high,0.96,0,0,1,6.416666666666667,high_screen_low_sleep_quality
35,Female,Designer,3.09,44,7.17,4.9,6.97,0,44,50,8.77,medium,ideal,poor,medium,low,0.0,0,0,0,2.0833333333333335,low_sleep_quality
39,Male,Researcher,5.5,103,8.55,6.24,7.39,3,42,269,8.29,high,long,moderate,high,moderate,0.0,0,0,0,11.208333333333334,general_users
36,Female,Teacher,9.32,50,8.15,3.88,10.0,0,43,21,9.69,high,long,poor,medium,high,0.0,0,0,1,0.875,high_screen_low_sleep_quality
18,Female,Software Engineer,2.45,85,4.27,9.86,1.48,2,54,178,1.0,low,short,good,high,low,2.7300000000000004,0,1,0,7.416666666666667,general_users
41,Female,Designer,1.04,31,8.83,10.0,1.0,1,9,34,1.67,low,long,good,medium,low,0.0,0,0,0,1.4166666666666667,general_users
53,Male,Designer,3.39,1,5.34,7.01,5.45,4,106,87,4.47,medium,short,moderate,low,low,1.6600000000000001,0,0,0,3.625,general_users
42,Male,Teacher,9.3,16,5.82,4.37,10.0,3,100,298,10.0,high,short,poor,low,high,1.1799999999999997,1,0,1,12.416666666666666,high_screen_low_sleep_quality
53,Female,Doctor,1.79,22,4.37,8.89,2.63,4,7,43,3.1,low,short,good,low,low,2.63,0,0,0,1.7916666666666667,general_users
48,Male,Teacher,2.23,43,8.68,9.57,1.82,4,3,122,1.58,low,long,good,medium,low,0.0,0,0,0,5.083333333333333,general_users
48,Female,Software Engineer,3.88,45,6.73,6.88,4.1,4,118,51,3.78,medium,ideal,moderate,medium,low,0.2699999999999996,0,0,0,2.125,general_users
19,Male,Doctor,7.93,11,6.58,4.34,10.0,0,33,47,10.0,high,ideal,poor,low,high,0.41999999999999993,0,0,1,1.9583333333333333,high_screen_low_sleep_quality
36,Female,Researcher,7.76,53,4.08,7.15,8.37,1,55,72,9.06,high,short,moderate,medium,high,2.92,0,0,1,3.0,high_screen_time
29,Male,Teacher,1.78,12,4.02,10.0,1.25,2,25,264,1.28,low,short,good,low,low,2.9800000000000004,0,0,0,11.0,general_users
27,Female,Teacher,9.4,73,7.41,2.84,10.0,3,28,257,10.0,high,ideal,poor,high,high,0.0,0,0,1,10.708333333333334,high_screen_low_sleep_quality
48,Female,Researcher,3.15,67,6.41,7.53,4.95,1,58,161,3.71,medium,ideal,good,high,low,0.5899999999999999,0,0,0,6.708333333333333,general_users
39,Male,Teacher,3.53,70,6.54,5.08,7.04,4,71,267,6.4,high,ideal,moderate,high,low,0.45999999999999996,0,0,0,11.125,general_users
40,Female,Researcher,4.48,117,7.25,6.52,6.31,0,53,253,7.14,medium,ideal,moderate,high,moderate,0.0,0,0,0,10.541666666666666,general_users
40,Male,Teacher,6.71,65,4.73,7.44,7.43,4,18,224,7.3,high,short,moderate,high,moderate,2.2699999999999996,0,1,0,9.333333333333334,general_users
32,Female,Doctor,5.69,14,8.99,7.68,6.5,0,7,273,6.27,medium,long,good,low,moderate,0.0,0,0,0,11.375,general_users
43,Female,Software Engineer,9.36,99,4.4,3.23,10.0,4,11,61,8.21,high,short,poor,high,high,2.5999999999999996,1,1,1,2.5416666666666665,high_screen_low_sleep_quality
20,Male,Designer,6.08,61,5.34,5.63,8.88,1,81,248,7.64,high,short,moderate,high,moderate,1.6600000000000001,0,1,0,10.333333333333334,general_users
40,Male,Teacher,8.71,72,7.47,6.04,10.0,3,12,94,10.0,high,ideal,moderate,high,high,0.0,0,0,1,3.9166666666666665,high_screen_time
37,Female,Researcher,1.7,23,6.58,9.63,1.0,3,114,23,1.0,low,ideal,good,low,low,0.41999999999999993,0,0,0,0.9583333333333334,general_users
57,Male,Designer,8.7,69,4.48,4.11,10.0,0,65,205,10.0,high,short,poor,high,high,2.5199999999999996,1,1,1,8.541666666666666,high_screen_low_sleep_quality
56,Male,Designer,2.78,60,7.87,8.17,4.93,4,109,216,6.46,medium,ideal,good,medium,low,0.0,0,0,0,9.0,general_users
25,Female,Designer,4.26,112,8.85,5.91,7.76,2,18,288,8.14,high,long,moderate,high,moderate,0.0,0,0,0,12.0,general_users
35,Male,Teacher,3.88,70,6.37,6.38,7.55,2,86,158,6.62,high,ideal,moderate,high,low,0.6299999999999999,0,0,0,6.583333333333333,general_users
58,Female,Teacher,4.04,79,5.27,8.52,4.29,4,13,97,4.21,medium,short,good,high,moderate,1.7300000000000004,0,1,0,4.041666666666667,general_users
23,Female,Manager,9.27,80,4.53,3.97,10.0,3,95,83,10.0,high,short,poor,high,high,2.4699999999999998,1,1,1,3.4583333333333335,high_screen_low_sleep_quality
44,Male,Teacher,4.97,93,5.03,6.21,6.55,3,23,116,6.01,medium,short,moderate,high,moderate,1.9699999999999998,0,1,0,4.833333333333333,general_users
53,Male,Freelancer,3.41,71,5.56,8.44,2.97,3,72,204,2.18,low,short,good,high,low,1.4400000000000004,0,1,0,8.5,general_users
32,Female,Teacher,3.65,2,4.94,9.2,3.39,4,109,117,4.86,low,short,good,low,low,2.0599999999999996,0,0,0,4.875,general_users
54,Male,Student,8.23,88,7.42,4.86,10.0,4,112,194,10.0,high,ideal,poor,high,high,0.0,0,0,1,8.083333333333334,high_screen_low_sleep_quality
22,Male,Software Engineer,5.85,28,4.11,6.01,9.24,3,73,160,9.61,high,short,moderate,low,moderate,2.8899999999999997,0,0,0,6.666666666666667,general_users
56,Female,Student,5.05,20,6.05,7.03,7.44,4,33,112,6.77,high,ideal,moderate,low,moderate,0.9500000000000002,0,0,0,4.666666666666667,general_users
26,Female,Manager,9.34,53,5.87,4.52,10.0,3,109,23,9.99,high,short,poor,medium,high,1.13,1,0,1,0.9583333333333334,high_screen_low_sleep_quality
24,Male,Freelancer,9.37,115,8.39,3.28,10.0,4,75,125,9.68,high,long,poor,high,high,0.0,0,0,1,5.208333333333333,high_screen_low_sleep_quality
58,Female,Doctor,7.81,5,5.36,6.47,8.78,4,13,122,6.75,high,short,moderate,low,high,1.6399999999999997,0,0,0,5.083333333333333,high_screen_time
37,Female,Freelancer,5.66,86,6.91,5.36,8.87,1,84,194,9.27,high,ideal,moderate,high,moderate,0.08999999999999986,0,0,0,8.083333333333334,general_users
27,Female,Student,2.05,113,4.02,6.24,5.55,4,107,289,6.59,medium,short,moderate,high,low,2.9800000000000004,0,1,0,12.041666666666666,general_users
43,Female,Student,7.37,10,8.58,5.28,10.0,1,86,76,9.92,high,long,moderate,low,high,0.0,0,0,1,3.1666666666666665,high_screen_time
21,Female,Student,8.34,69,7.18,5.54,10.0,4,0,181,10.0,high,ideal,moderate,high,high,0.0,0,0,1,7.541666666666667,high_screen_time
55,Male,Software Engineer,8.67,26,7.97,6.74,7.47,2,102,125,7.14,high,ideal,moderate,low,high,0.0,0,0,1,5.208333333333333,high_screen_time
41,Male,Designer,6.24,90,6.85,5.61,9.03,4,16,127,9.66,high,ideal,moderate,high,moderate,0.15000000000000036,0,0,0,5.291666666666667,general_users
31,Male,Doctor,6.55,76,8.08,5.25,8.68,2,110,263,9.79,high,long,moderate,high,moderate,0.0,0,0,0,10.958333333333334,general_users
58,Male,Doctor,7.38,59,4.42,5.63,9.94,4,96,279,10.0,high,short,moderate,medium,high,2.58,0,0,1,11.625,high_screen_time
